./mfm2tb.py data/test.csv > testbench.v
iverilog -o mfm testbench.v mfm.v
vvp mfm | tee graph.txt
0 x 0 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 0xxxxxxxxx xxxxxxxx 0xxx 0 xxxxxxxx 0xxx x
721235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
721685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
721695 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
721710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
721735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
721760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
721785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
721810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
721835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
721860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
721885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
721910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
721935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
721960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
721985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722015 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722495 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
722560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
722585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
722660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
722685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
722760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
722785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
722815 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
722935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
722985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723295 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
723360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
723385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
723460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
723485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
723560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
723585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
723615 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
723935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
723985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724095 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724415 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
724885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
724895 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
724935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
724985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725215 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
725685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
725695 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
725935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
725985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726015 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726495 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
726560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
726585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
726660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
726685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
726760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
726785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
726815 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
726935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
726985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727295 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
727360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
727385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
727460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
727485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
727560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 1
727585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
727615 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
727935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
727985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
728010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
728035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
728060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 11111111 0xff 0
728085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 0
728095 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 11111111 0xff 1
