./mfm2tb.py data/test.csv > testbench.v
iverilog -o mfm testbench.v mfm.v
vvp mfm | tee graph.txt
0 x 0 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx 0xxxxxxxxx xxxxxxxx 0xxx 0 xxxxxxxx 0xxx x
54010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
54935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
54985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
55935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
55985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
56935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
56985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
57935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
57985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
58935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
58985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59485 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59510 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59535 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59560 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59585 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59610 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59635 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59660 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59685 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59710 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59735 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59760 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59785 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59810 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59835 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59860 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59885 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59910 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
59935 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59960 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
59985 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60010 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60035 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60060 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60085 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60110 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60135 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60160 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60185 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60210 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60235 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60260 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60285 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60310 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60335 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60360 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60385 1 1 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60410 1 0 01010101010101010101010101010101 0x55555555 00000000 0x00 0 xxxxxxxx 0xxx 1
60435 0 0 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
60460 0 1 10101010101010101010101010101010 0xaaaaaaaa 11111111 0xff 0 xxxxxxxx 0xxx 1
